ID	Nome	Depart.	Tempo	Número da máquina	
11		Not Set1	 25/06/2025     12:00:11	1
10		Not Set1	 25/06/2025     12:00:16	1
3		Not Set1	 25/06/2025     12:00:28	1
9		Not Set1	 25/06/2025     12:00:45	1
13		Not Set1	 25/06/2025     12:00:53	1
14		Not Set1	 25/06/2025     12:55:31	1
11		Not Set1	 25/06/2025     12:55:43	1
4		Not Set1	 25/06/2025     12:56:00	1
15		Not Set1	 25/06/2025     12:56:14	1
13		Not Set1	 25/06/2025     12:58:18	1
9		Not Set1	 25/06/2025     12:58:28	1
10		Not Set1	 25/06/2025     12:58:42	1
3		Not Set1	 25/06/2025     13:01:59	1
7		Not Set1	 25/06/2025     13:19:19	1
15		Not Set1	 25/06/2025     16:59:03	1
14		Not Set1	 25/06/2025     16:59:28	1
9		Not Set1	 25/06/2025     16:59:38	1
4		Not Set1	 25/06/2025     16:59:45	1
13		Not Set1	 25/06/2025     16:59:58	1
7		Not Set1	 25/06/2025     17:00:06	1
3		Not Set1	 25/06/2025     17:00:14	1
11		Not Set1	 25/06/2025     17:00:21	1
10		Not Set1	 25/06/2025     17:00:30	1
3		Not Set1	 26/06/2025     06:50:39	1
13		Not Set1	 26/06/2025     06:53:40	1
15		Not Set1	 26/06/2025     06:53:50	1
4		Not Set1	 26/06/2025     06:53:55	1
10		Not Set1	 26/06/2025     06:54:23	1
14		Not Set1	 26/06/2025     06:54:30	1
11		Not Set1	 26/06/2025     06:54:36	1
9		Not Set1	 26/06/2025     06:54:52	1
7		Not Set1	 26/06/2025     07:39:13	1
7		Not Set1	 26/06/2025     11:57:54	1
15		Not Set1	 26/06/2025     11:58:05	1
4		Not Set1	 26/06/2025     11:58:16	1
13		Not Set1	 26/06/2025     12:00:04	1
3		Not Set1	 26/06/2025     12:00:25	1
14		Not Set1	 26/06/2025     12:00:41	1
11		Not Set1	 26/06/2025     12:00:45	1
10		Not Set1	 26/06/2025     12:01:04	1
10		Not Set1	 26/06/2025     12:56:05	1
11		Not Set1	 26/06/2025     12:56:18	1
9		Not Set1	 26/06/2025     12:56:39	1
15		Not Set1	 26/06/2025     12:56:45	1
4		Not Set1	 26/06/2025     12:57:10	1
13		Not Set1	 26/06/2025     12:57:33	1
14		Not Set1	 26/06/2025     12:57:39	1
3		Not Set1	 26/06/2025     12:58:21	1
7		Not Set1	 26/06/2025     13:09:51	1
14		Not Set1	 26/06/2025     17:00:04	1
13		Not Set1	 26/06/2025     17:00:11	1
4		Not Set1	 26/06/2025     17:00:18	1
15		Not Set1	 26/06/2025     17:00:25	1
3		Not Set1	 26/06/2025     17:00:45	1
11		Not Set1	 26/06/2025     17:00:52	1
9		Not Set1	 26/06/2025     17:00:59	1
7		Not Set1	 26/06/2025     17:01:06	1
10		Not Set1	 26/06/2025     17:01:11	1
3		Not Set1	 27/06/2025     06:52:58	1
15		Not Set1	 27/06/2025     06:54:59	1
4		Not Set1	 27/06/2025     06:55:04	1
13		Not Set1	 27/06/2025     06:55:18	1
14		Not Set1	 27/06/2025     06:55:51	1
9		Not Set1	 27/06/2025     06:56:16	1
11		Not Set1	 27/06/2025     06:56:27	1
10		Not Set1	 27/06/2025     06:56:37	1
7		Not Set1	 27/06/2025     07:46:01	1
7		Not Set1	 27/06/2025     11:58:21	1
15		Not Set1	 27/06/2025     11:59:07	1
4		Not Set1	 27/06/2025     11:59:16	1
14		Not Set1	 27/06/2025     12:00:19	1
11		Not Set1	 27/06/2025     12:00:29	1
10		Not Set1	 27/06/2025     12:00:45	1
3		Not Set1	 27/06/2025     12:00:53	1
9		Not Set1	 27/06/2025     12:01:07	1
13		Not Set1	 27/06/2025     12:01:46	1
10		Not Set1	 27/06/2025     12:55:53	1
4		Not Set1	 27/06/2025     12:56:17	1
13		Not Set1	 27/06/2025     12:57:11	1
14		Not Set1	 27/06/2025     12:57:40	1
3		Not Set1	 27/06/2025     12:58:46	1
15		Not Set1	 27/06/2025     12:59:20	1
11		Not Set1	 27/06/2025     12:59:32	1
9		Not Set1	 27/06/2025     12:59:57	1
7		Not Set1	 27/06/2025     13:15:02	1
15		Not Set1	 27/06/2025     15:59:36	1
11		Not Set1	 27/06/2025     16:00:07	1
14		Not Set1	 27/06/2025     16:00:17	1
4		Not Set1	 27/06/2025     16:00:23	1
3		Not Set1	 27/06/2025     16:00:29	1
9		Not Set1	 27/06/2025     16:01:06	1
13		Not Set1	 27/06/2025     16:01:14	1
7		Not Set1	 27/06/2025     16:01:21	1
10		Not Set1	 27/06/2025     16:01:28	1
3		Not Set1	 30/06/2025     06:51:02	1
14		Not Set1	 30/06/2025     06:53:39	1
9		Not Set1	 30/06/2025     06:53:59	1
11		Not Set1	 30/06/2025     06:54:07	1
4		Not Set1	 30/06/2025     06:54:13	1
10		Not Set1	 30/06/2025     06:54:26	1
13		Not Set1	 30/06/2025     06:55:15	1
7		Not Set1	 30/06/2025     07:57:48	1
2		Not Set1	 30/06/2025     08:50:07	1
16		Not Set1	 30/06/2025     08:55:43	1
